gsv_id,name,confidence,ctx,cty,height,width,right,left,bottom,top
0,Door,0.8980369567871094,0.19597059047082438,0.47623273835342844,0.925882413983345,0.8472941070795059,0.6196176440105774,-0.22767646306892858,0.9650562993512721,-0.0125908226444153
0,Door,0.874707818031311,0.4869963284349069,0.5340004080440849,0.7667059600353241,0.5676470696926117,0.7708198632812128,0.20317279358860107,0.8185298257973045,0.24947099029086528
1,Door,0.8555626273155212,0.05298046893440187,0.5659726556856185,1.0,0.6850000023841858,0.3954804701264948,-0.289519532257691,0.9084726568777114,0.2234726544935256
2,Door,0.5635982155799866,0.6192937501880806,0.5172345627855975,0.8821176514029503,0.8769411668181419,1.0577643335971516,0.18082316677900967,0.9942933850747068,0.04017574049648831
3,Door,0.8388509154319763,0.4784621325903572,0.49600000120699406,0.6630588322877884,0.6023529320955276,0.779638598638121,0.17728566654259337,0.796000013127923,0.1959999892860651
